url,clicks,impressions,ctr,position,slug,product_exists,is_ai_optimized,redirect_target,notes
https://www.kronosolopromocionales.com/productos/pastillero-eco-9102/,0,7,0%,8.43,pastillero-eco-9102,true,true,,""
https://www.kronosolopromocionales.com/productos/audifonos-boom-precio-bomba/,0,7,0%,9.29,audifonos-boom-precio-bomba,false,n/a,/productos/audifonos-boom-precio-bomba-5657/,"Slug antiguo, ya redirigido a /productos/audifonos-boom-precio-bomba-5657/"
https://www.kronosolopromocionales.com/productos/gafas-fashion-6240/,0,7,0%,12.29,gafas-fashion-6240,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-car-ii-3204/,0,6,0%,3.5,llavero-car-ii-3204,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-destapador-broq-13259/,0,6,0%,3.83,llavero-destapador-broq-13259,true,true,,""
https://www.kronosolopromocionales.com/productos/cargador-inalambrico-coil-eco-10742/,0,6,0%,9.33,cargador-inalambrico-coil-eco-10742,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-destapador-campello/,0,6,0%,24.83,llavero-destapador-campello,false,n/a,/productos/llavero-destapador-campello-4808/,"Slug antiguo, ya redirigido a /productos/llavero-destapador-campello-4808/"
https://www.kronosolopromocionales.com/productos/llavero-double-10218/,0,5,0%,2,llavero-double-10218,true,true,,""
https://www.kronosolopromocionales.com/productos/cargador-inalambrico-warmer-10875/,0,5,0%,2.8,cargador-inalambrico-warmer-10875,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-destapador-campello-4808/,0,5,0%,4.8,llavero-destapador-campello-4808,true,true,,""
https://www.kronosolopromocionales.com/productos/gorra-brixton-urban-travel/,0,5,0%,6.4,gorra-brixton-urban-travel,false,n/a,,"ALERTA: URL indexada sin producto ni redirect — revisar manualmente"
https://www.kronosolopromocionales.com/productos/portadocumentos-de-viaje-y-de-cables-lumen-13230/,0,5,0%,6.6,portadocumentos-de-viaje-y-de-cables-lumen-13230,true,true,,""
https://www.kronosolopromocionales.com/productos/botilito-en-tritan-bugsy-630ml/,0,5,0%,7,botilito-en-tritan-bugsy-630ml,false,n/a,,"ALERTA: URL indexada sin producto ni redirect — revisar manualmente"
https://www.kronosolopromocionales.com/productos/resaltador-magico-en-cera-4672/,0,5,0%,7,resaltador-magico-en-cera-4672,true,true,,""
https://www.kronosolopromocionales.com/productos/bolso-compacto-con-carabinero-produccion-nacional-3256/,0,5,0%,7.8,bolso-compacto-con-carabinero-produccion-nacional-3256,true,true,,""
https://www.kronosolopromocionales.com/productos/organizador-multiusos-con-esterilizador-uvc-led-oferta/,0,5,0%,8,organizador-multiusos-con-esterilizador-uvc-led-oferta,false,n/a,/productos/organizador-multiusos-con-esterilizador-uvc-led-oferta-9494/,"Slug antiguo, ya redirigido a /productos/organizador-multiusos-con-esterilizador-uvc-led-oferta-9494/"
https://www.kronosolopromocionales.com/productos/bbq-grill-soccer-cook-13202/,0,5,0%,8.6,bbq-grill-soccer-cook-13202,true,true,,""
https://www.kronosolopromocionales.com/productos/cinta-blanca-especial-para-sublimacion-produccion-nacional-sobre-pedido-5744/,0,5,0%,11.6,cinta-blanca-especial-para-sublimacion-produccion-nacional-sobre-pedido-5744,true,true,,""
https://www.kronosolopromocionales.com/productos/protector-solar-para-carro-1442/,0,5,0%,13.6,protector-solar-para-carro-1442,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-silver-ml-145-2257/,0,4,0%,1.75,llavero-silver-ml-145-2257,true,true,,""
https://www.kronosolopromocionales.com/productos/cargador-inalambrico-bamboo-ii-9893/,0,4,0%,3,cargador-inalambrico-bamboo-ii-9893,true,true,,""
https://www.kronosolopromocionales.com/productos/portacelular-elephant-13453/,0,4,0%,4,portacelular-elephant-13453,true,true,,""
https://www.kronosolopromocionales.com/productos/mug-metalico-avenix380-ml-13468/,0,4,0%,4.75,mug-metalico-avenix380-ml-13468,true,true,,""
https://www.kronosolopromocionales.com/productos/resaltador-triple-13310/,0,4,0%,6.25,resaltador-triple-13310,true,true,,""
https://www.kronosolopromocionales.com/productos/libreta-multifuncional-cargador-inalambrico-grimm-10117/,0,4,0%,6.75,libreta-multifuncional-cargador-inalambrico-grimm-10117,true,true,,""
https://www.kronosolopromocionales.com/productos/vaso-circular-320ml-produccion-nacional-2374/,0,4,0%,7,vaso-circular-320ml-produccion-nacional-2374,true,true,,""
https://www.kronosolopromocionales.com/productos/funda-portacelular-marathon-11118/,0,4,0%,7.75,funda-portacelular-marathon-11118,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-holographic-10245/,0,4,0%,8,boligrafo-holographic-10245,true,true,,""
https://www.kronosolopromocionales.com/productos/espejo-circular-3120/,0,4,0%,8,espejo-circular-3120,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-metro-tools-13351/,0,4,0%,8,llavero-metro-tools-13351,true,true,,""
https://www.kronosolopromocionales.com/productos/audifonos-inalambricos-kick-urban-travel-9925/,0,4,0%,11.25,audifonos-inalambricos-kick-urban-travel-9925,true,true,,""
https://www.kronosolopromocionales.com/productos/soporte-para-moviles-tropic-bamboo-nuevo-13574/,0,4,0%,11.25,soporte-para-moviles-tropic-bamboo-nuevo-13574,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-delphi-13439/,0,4,0%,11.75,boligrafo-delphi-13439,true,true,,""
https://www.kronosolopromocionales.com/productos/mini-pano-microfibra-5390/,0,4,0%,13,mini-pano-microfibra-5390,true,true,,""
https://www.kronosolopromocionales.com/productos/yoga-mat-9609/,0,4,0%,14,yoga-mat-9609,true,true,,""
https://www.kronosolopromocionales.com/productos/botilito-metalico-artemis-800ml-10306/,0,4,0%,58.25,botilito-metalico-artemis-800ml-10306,true,true,,""
https://www.kronosolopromocionales.com/productos/estuche-cosmetiquera-10572/,0,4,0%,116.5,estuche-cosmetiquera-10572,true,true,,""
https://www.kronosolopromocionales.com/productos/abanico-finger-produccion-nacional-5377/,0,3,0%,2,abanico-finger-produccion-nacional-5377,true,true,,""
https://www.kronosolopromocionales.com/productos/set-de-escritorio-en-pu-stickies-y-resaltadores-magicos-5503/,0,3,0%,2,set-de-escritorio-en-pu-stickies-y-resaltadores-magicos-5503,true,true,,""
https://www.kronosolopromocionales.com/productos/maletin-avenue-oferta-6161/,0,3,0%,2.67,maletin-avenue-oferta-6161,true,true,,""
https://www.kronosolopromocionales.com/productos/gorra-taslon-urban-travel-13402/,0,3,0%,3,gorra-taslon-urban-travel-13402,true,true,,""
https://www.kronosolopromocionales.com/productos/portacomidas-con-cubiertos-eco-nature-9031/,0,3,0%,3,portacomidas-con-cubiertos-eco-nature-9031,true,true,,""
https://www.kronosolopromocionales.com/productos/maletin-trolley-city-4886/,0,3,0%,4,maletin-trolley-city-4886,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-forest-bamboo-9837/,0,3,0%,4.33,boligrafo-forest-bamboo-9837,true,true,,""
https://www.kronosolopromocionales.com/productos/set-de-limpieza-tech-10156/,0,3,0%,4.33,set-de-limpieza-tech-10156,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-ml-367-8532/,0,3,0%,4.67,llavero-ml-367-8532,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-portent-cartoon-10031/,0,3,0%,5,boligrafo-portent-cartoon-10031,true,true,,""
https://www.kronosolopromocionales.com/productos/morral-backpack-legacy-urban-travel-9818/,0,3,0%,5,morral-backpack-legacy-urban-travel-9818,true,true,,""
https://www.kronosolopromocionales.com/productos/mouse-pad-con-cargador-inalambrico-dexter-10113/,0,3,0%,5.33,mouse-pad-con-cargador-inalambrico-dexter-10113,true,true,,""
https://www.kronosolopromocionales.com/productos/set-ml-398-10077/,0,3,0%,5.33,set-ml-398-10077,true,true,,""
https://www.kronosolopromocionales.com/productos/mouse-pad-vaniat/,0,3,0%,6,mouse-pad-vaniat,false,n/a,/productos/mouse-pad-vaniat-9862/,"Slug antiguo, ya redirigido a /productos/mouse-pad-vaniat-9862/"
https://www.kronosolopromocionales.com/productos/lapiz-golf-pencil-11005/,0,3,0%,6.33,lapiz-golf-pencil-11005,true,true,,""
https://www.kronosolopromocionales.com/productos/portacomidas-con-cubiertos-eco-square-ii-produccion-nacional-9855/,0,3,0%,6.33,portacomidas-con-cubiertos-eco-square-ii-produccion-nacional-9855,true,true,,""
https://www.kronosolopromocionales.com/productos/cargador-inalambrico-cubik-9793/,0,3,0%,6.67,cargador-inalambrico-cubik-9793,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-ml-402-10407/,0,3,0%,6.67,llavero-ml-402-10407,true,true,,""
https://www.kronosolopromocionales.com/productos/set-de-herramientas-con-lampara-led-10250/,0,3,0%,6.67,set-de-herramientas-con-lampara-led-10250,true,true,,""
https://www.kronosolopromocionales.com/productos/speaker-bluetooth-zip-cork-10424/,0,3,0%,6.67,speaker-bluetooth-zip-cork-10424,true,true,,""
https://www.kronosolopromocionales.com/productos/soporte-para-moviles-strike-produccion-nacional-10282/,0,3,0%,7,soporte-para-moviles-strike-produccion-nacional-10282,true,true,,""
https://www.kronosolopromocionales.com/productos/ecologikmas-8231/,0,3,0%,7.33,ecologikmas-8231,true,true,,""
https://www.kronosolopromocionales.com/productos/mouse-pad-3-1-lcd-10461/,0,3,0%,7.33,mouse-pad-3-1-lcd-10461,true,true,,""
https://www.kronosolopromocionales.com/productos/speaker-bluetooth-dallas-10385/,0,3,0%,7.33,speaker-bluetooth-dallas-10385,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-ml-413-11037/,0,3,0%,7.67,llavero-ml-413-11037,true,true,,""
https://www.kronosolopromocionales.com/productos/tabla-anotadora-box-nuevo-13486/,0,3,0%,7.67,tabla-anotadora-box-nuevo-13486,true,true,,""
https://www.kronosolopromocionales.com/productos/set-resaltador-fingers-6707/,0,3,0%,8,set-resaltador-fingers-6707,true,true,,""
https://www.kronosolopromocionales.com/productos/sporty-bag-sencilla-1552/,0,3,0%,8,sporty-bag-sencilla-1552,true,true,,""
https://www.kronosolopromocionales.com/productos/cargador-inalambrico-con-reloj-bamboo-9724/,0,3,0%,8.33,cargador-inalambrico-con-reloj-bamboo-9724,true,true,,""
https://www.kronosolopromocionales.com/productos/metro-llavero-car-7275/,0,3,0%,8.33,metro-llavero-car-7275,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-ventura-eco-bamboo-9849/,0,3,0%,9,boligrafo-ventura-eco-bamboo-9849,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-ecopetite-13196/,0,3,0%,10,boligrafo-ecopetite-13196,true,true,,""
https://www.kronosolopromocionales.com/productos/resaltador-de-cera-seren-nuevo-13539/,0,3,0%,10,resaltador-de-cera-seren-nuevo-13539,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-mystic-13220/,0,3,0%,10.67,boligrafo-mystic-13220,true,true,,""
https://www.kronosolopromocionales.com/productos/set-de-mugs-metalicos-stylor-200-ml-13238/,0,3,0%,11.33,set-de-mugs-metalicos-stylor-200-ml-13238,true,true,,""
https://www.kronosolopromocionales.com/productos/mug-metalico-koen-urban-travel-600ml-10500/,0,3,0%,13,mug-metalico-koen-urban-travel-600ml-10500,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-antiestres-ball-1216/,0,2,0%,1,llavero-antiestres-ball-1216,true,true,,""
https://www.kronosolopromocionales.com/productos/maletin-portadocumentos-king-10171/,0,2,0%,1.5,maletin-portadocumentos-king-10171,true,true,,""
https://www.kronosolopromocionales.com/productos/mini-paraguas-hansel-21-6868/,0,2,0%,1.5,mini-paraguas-hansel-21-6868,true,true,,""
https://www.kronosolopromocionales.com/productos/alcancia-piggy-max-13495/,0,2,0%,2,alcancia-piggy-max-13495,true,true,,""
https://www.kronosolopromocionales.com/productos/mouse-pad-rpet-urban-business-10790/,0,2,0%,2,mouse-pad-rpet-urban-business-10790,true,true,,""
https://www.kronosolopromocionales.com/productos/mug-plastico-atom-370-ml-produccion-nacional-13530/,0,2,0%,2,mug-plastico-atom-370-ml-produccion-nacional-13530,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-summit-metal-13346/,0,2,0%,2.5,boligrafo-summit-metal-13346,true,true,,""
https://www.kronosolopromocionales.com/productos/resaltador-magico-en-cera-flower-5-colores-5499/,0,2,0%,2.5,resaltador-magico-en-cera-flower-5-colores-5499,true,true,,""
https://www.kronosolopromocionales.com/productos/bolsa-en-yute-mirka-13526/,0,2,0%,3,bolsa-en-yute-mirka-13526,true,true,,""
https://www.kronosolopromocionales.com/productos/cargador-inalambrico-bamboo-square-ii-13191/,0,2,0%,3,cargador-inalambrico-bamboo-square-ii-13191,true,true,,""
https://www.kronosolopromocionales.com/productos/nevera-cooler-cassian-13267/,0,2,0%,3,nevera-cooler-cassian-13267,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-relajante-10219/,0,2,0%,3.5,llavero-relajante-10219,true,true,,""
https://www.kronosolopromocionales.com/productos/masajeador-brandon-13521/,0,2,0%,3.5,masajeador-brandon-13521,true,true,,""
https://www.kronosolopromocionales.com/productos/set-de-destornilladores-pistol-10537/,0,2,0%,4,set-de-destornilladores-pistol-10537,true,true,,""
https://www.kronosolopromocionales.com/productos/estacion-de-trabajo-rpet-urban-business-10796/,0,2,0%,4.5,estacion-de-trabajo-rpet-urban-business-10796,true,true,,""
https://www.kronosolopromocionales.com/productos/puerto-usb-6-1-10471/,0,2,0%,4.5,puerto-usb-6-1-10471,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-devo-9945/,0,2,0%,5,boligrafo-devo-9945,true,true,,""
https://www.kronosolopromocionales.com/productos/golf-tees-7cm-10988/,0,2,0%,5,golf-tees-7cm-10988,true,true,,""
https://www.kronosolopromocionales.com/productos/memo-clip-bamboo-ii-10242/,0,2,0%,5,memo-clip-bamboo-ii-10242,true,true,,""
https://www.kronosolopromocionales.com/productos/relojes-catalogo-produccion-nacional/,0,2,0%,5.5,relojes-catalogo-produccion-nacional,true,true,,""
https://www.kronosolopromocionales.com/productos/set-de-vino-en-corcho-ii-9720/,0,2,0%,5.5,set-de-vino-en-corcho-ii-9720,true,true,,""
https://www.kronosolopromocionales.com/productos/espejo-shower-13419/,0,2,0%,6,espejo-shower-13419,true,true,,""
https://www.kronosolopromocionales.com/productos/maxi-mug-produccion-nacional-2362/,0,2,0%,6,maxi-mug-produccion-nacional-2362,true,true,,""
https://www.kronosolopromocionales.com/productos/speaker-bluetooth-auralux-13471/,0,2,0%,6,speaker-bluetooth-auralux-13471,true,true,,""
https://www.kronosolopromocionales.com/productos/destapador-bamboo-wine-10406/,0,2,0%,6.5,destapador-bamboo-wine-10406,true,true,,""
https://www.kronosolopromocionales.com/productos/metro-destapador-bamboo-10262/,0,2,0%,6.5,metro-destapador-bamboo-10262,true,true,,""
https://www.kronosolopromocionales.com/productos/pila-recargable-en-bamboo-nipax-5000mah-ii-10648/,0,2,0%,6.5,pila-recargable-en-bamboo-nipax-5000mah-ii-10648,true,true,,""
https://www.kronosolopromocionales.com/productos/portaboligrafos-en-bamboo-360-13442/,0,2,0%,6.5,portaboligrafos-en-bamboo-360-13442,true,true,,""
https://www.kronosolopromocionales.com/productos/set-de-llavero-y-portatarjetas-ml-372-oferta-8606/,0,2,0%,6.5,set-de-llavero-y-portatarjetas-ml-372-oferta-8606,true,true,,""
https://www.kronosolopromocionales.com/productos/identificador-de-maletas-nesus-10930/,0,2,0%,7,identificador-de-maletas-nesus-10930,true,true,,""
https://www.kronosolopromocionales.com/productos/adaptador-universal-travel-10459/,0,2,0%,7.5,adaptador-universal-travel-10459,true,true,,""
https://www.kronosolopromocionales.com/productos/boligrafo-luanamas-10661/,0,2,0%,7.5,boligrafo-luanamas-10661,true,true,,""
https://www.kronosolopromocionales.com/productos/botilito-urban-700ml-produccion-nacional-4080/,0,2,0%,7.5,botilito-urban-700ml-produccion-nacional-4080,true,true,,""
https://www.kronosolopromocionales.com/productos/set-de-juego-chessman-11067/,0,2,0%,7.5,set-de-juego-chessman-11067,true,true,,""
https://www.kronosolopromocionales.com/productos/speaker-bluetooth-beach-35-boompods-nuevo-13213/,0,2,0%,8,speaker-bluetooth-beach-35-boompods-nuevo-13213,true,true,,""
https://www.kronosolopromocionales.com/productos/frisbee-aero-produccion-nacional-8028/,0,2,0%,8.5,frisbee-aero-produccion-nacional-8028,true,true,,""
https://www.kronosolopromocionales.com/productos/liquido-antibacterial-pump-spray-10ml-produccion-nacional-9619/,0,2,0%,8.5,liquido-antibacterial-pump-spray-10ml-produccion-nacional-9619,true,true,,""
https://www.kronosolopromocionales.com/productos/medidor-de-presion-para-neumaticos-nuevo/,0,2,0%,8.5,medidor-de-presion-para-neumaticos-nuevo,false,n/a,/productos/medidor-de-presion-para-neumaticos-nuevo-13297/,"Slug antiguo, ya redirigido a /productos/medidor-de-presion-para-neumaticos-nuevo-13297/"
https://www.kronosolopromocionales.com/productos/pila-recargable-goliath-5000mah-10639/,0,2,0%,8.5,pila-recargable-goliath-5000mah-10639,true,true,,""
https://www.kronosolopromocionales.com/productos/torre-de-madera-skill-2-11151/,0,2,0%,8.5,torre-de-madera-skill-2-11151,true,true,,""
https://www.kronosolopromocionales.com/productos/clark-metalizado-7337/,0,2,0%,9,clark-metalizado-7337,true,true,,""
https://www.kronosolopromocionales.com/productos/jarra-cafetera-en-acero-inoxidable-coffee-13l-9194/,0,2,0%,9,jarra-cafetera-en-acero-inoxidable-coffee-13l-9194,true,true,,""
https://www.kronosolopromocionales.com/productos/paraguas-balan-23-nuevomas-13560/,0,2,0%,9.5,paraguas-balan-23-nuevomas-13560,true,true,,""
https://www.kronosolopromocionales.com/productos/vaso-pitillo-balon-720ml-produccion-nacional-4094/,0,2,0%,9.5,vaso-pitillo-balon-720ml-produccion-nacional-4094,true,true,,""
https://www.kronosolopromocionales.com/productos/ventura-eco-stylus-9250/,0,2,0%,9.5,ventura-eco-stylus-9250,true,true,,""
https://www.kronosolopromocionales.com/productos/calculadora-clipboard-4336/,0,2,0%,10,calculadora-clipboard-4336,true,true,,""
https://www.kronosolopromocionales.com/productos/cargador-inalambrico-heston-13328/,0,2,0%,10,cargador-inalambrico-heston-13328,true,true,,""
https://www.kronosolopromocionales.com/productos/llavero-ml-415-10772/,0,2,0%,10,llavero-ml-415-10772,true,true,,""
