pair_id,source_url,canonical_url,contenido_transferido,contenido_descartado_por_repeticion,evidencia_de_igualdad,criterio_local_canonical,redirect_implementado,sitemap_actualizado,enlaces_internos_actualizados,resultado_final
10725,https://www.kronosolopromocionales.com/productos/morral-backpack-elegant-precio-bomba-10725/,https://www.kronosolopromocionales.com/productos/morral-backpack-elegant-10725/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 10725; categoryId canónico=precio-bomba vs fuente=maletines,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
6926,https://www.kronosolopromocionales.com/productos/trolley-morral-backpack-dilbert-precio-bomba-6926/,https://www.kronosolopromocionales.com/productos/trolley-morral-backpack-dilbert-6926/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 6926; categoryId canónico=precio-bomba vs fuente=maletines,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13308,https://www.kronosolopromocionales.com/productos/portadocumentos-vintra-nuevo-13308/,https://www.kronosolopromocionales.com/productos/portadocumentos-vintra-13308/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13308; categoryId canónico=maletines vs fuente=variedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13362,https://www.kronosolopromocionales.com/productos/portadocumentos-de-viajes-y-de-cables-neox-rpet-nuevo-13362/,https://www.kronosolopromocionales.com/productos/portadocumentos-de-viajes-y-de-cables-neox-rpet-13362/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13362; categoryId canónico=maletines vs fuente=tecnologia,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
6753,https://www.kronosolopromocionales.com/productos/panos-humedos-antibacterial-60und-precio-bomba-6753/,https://www.kronosolopromocionales.com/productos/panos-humedos-antibacterial-60und-6753/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 6753; categoryId canónico=precio-bomba vs fuente=cuidado-personal,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13333,https://www.kronosolopromocionales.com/productos/reloj-de-arena-doble-nuevo-13333/,https://www.kronosolopromocionales.com/productos/reloj-de-arena-doble-13333/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13333; categoryId canónico=hogar vs fuente=oficina,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
7557,https://www.kronosolopromocionales.com/productos/iman-titan-soporte-magnetico-para-tu-celular-7557/,https://www.kronosolopromocionales.com/productos/soporte-magnetico-para-moviles-7557/,ninguno (descartado por política) — la fuente contenía reclamos de disponibilidad no verificados y/o referencia de mercado incorrecta (no Ecuador); no se fusiona ningún dato de la fuente,todo el contenido de la fuente (ver nota de política),misma imagen; sku final compartido 7557; categoryId canónico=automovil vs fuente=automovil,se mantiene el lado sin reclamos de disponibilidad fabricados ni referencias de mercado incorrectas,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
9587,https://www.kronosolopromocionales.com/productos/audifono-bluetooth-2-en-1-libertad-total-al-volante-9587/,https://www.kronosolopromocionales.com/productos/audifono-bluetooth-manos-libres-2-1-oferta-9587/,ninguno (descartado por política) — la fuente contenía reclamos de disponibilidad no verificados y/o referencia de mercado incorrecta (no Ecuador); no se fusiona ningún dato de la fuente,todo el contenido de la fuente (ver nota de política),misma imagen; sku final compartido 9587; categoryId canónico=tecnologia vs fuente=automovil,se mantiene el lado sin reclamos de disponibilidad fabricados ni referencias de mercado incorrectas,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
9439,https://www.kronosolopromocionales.com/productos/cuerpo-plastico-para-abanico-9439/,https://www.kronosolopromocionales.com/productos/cuerpo-plastico-para-abanico-tela-impresa-prod-nal-9439/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 9439; categoryId canónico=produccion-nacional vs fuente=tecnologia,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
13569,https://www.kronosolopromocionales.com/productos/mug-metalico-arrow-600-ml-nuevomas-13569/,https://www.kronosolopromocionales.com/productos/mug-metalico-arrow-600-ml-nuevo-13569/,ninguno — sin dato factual exclusivo relevante en la fuente,"features/useCases de la fuente (plantilla genérica sin dato factual nuevo, ya cubierto conceptualmente por el canónico)",misma imagen; sku final compartido 13569; categoryId canónico=mugs vs fuente=novedades,se mantiene el lado con description + quality_score + last_ai_update reales (contenido final del pipeline de IA) sobre el lado preliminar/plantilla,true,true,n/a (sin enlaces internos estáticos detectados hacia la fuente),IMPLEMENTED
