url,last_crawled,matched_locally,local_type,content_score,duplicate_group,verdict
https://www.kronosolopromocionales.com/productos/mini-licorera-jacoby-6oz-10075/,2026-05-20,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/audifonos-bluetooth-tron-9869/,2026-05-20,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/mini-set-de-destornilladores-level-11116/,2026-05-20,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/summit-3018/,2026-05-20,true,product,90,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/set-romain-urban-business-10992/,2026-05-20,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/speaker-bluetooth-bamboo-eco-9723/,2026-05-20,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/cepillo-con-espejo-kolors-7788/,2026-05-20,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/motobike-master-kit-la-herramienta-que-tu-moto-necesita-6530/,2026-05-20,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos-promocionales-colombia/cali/,2026-05-20,true,redirect,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/blog/articulos-promocionales-para-empresas-que-funcionan/,2026-05-20,true,blog,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/soporte-para-moviles-pump-bamboo-10431/,2026-05-19,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/morral-backpack-alpha-10333/,2026-05-19,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/set-ecologico-element-13279/,2026-05-19,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/canguro-master-ocean-10670/,2026-05-19,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/boligrafo-ventura-eco-fibra-de-trigo-9947/,2026-05-16,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/portatarjetas-pop-10149/,2026-05-10,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/espejo-shower-13419/,2026-05-06,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/botilito-urban-700ml-produccion-nacional-4080/,2026-05-05,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/set-de-vino-en-corcho-ii-9720/,2026-05-05,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/blog/solucion-antiestres-bolas-neon-promocionales-para-empresas-en-ecuador/,2026-05-05,true,blog,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/cargador-inalambrico-warmer-10875/,2026-05-02,true,product,100,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/set-de-contenedores-x-3-unidades-produccion-nacional/,2026-04-08,false,,,,no_encontrado_localmente
https://www.kronosolopromocionales.com/productos/botilito-en-tritan-bugsy-630ml/,2026-04-08,false,,,,no_encontrado_localmente
https://www.kronosolopromocionales.com/productos/speaker-bluetooth-con-lampara-oferta/,2026-04-03,true,redirect,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/gorra-brixton-urban-travel/,2026-04-01,false,,,,no_encontrado_localmente
https://www.kronosolopromocionales.com/blog/mejores-productos-promocionales-2025/,2026-03-31,true,blog,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/portacomida-produccion-nacional/,2026-03-30,true,redirect,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/llavero-destapador-campello/,2026-03-28,true,redirect,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/copa-para-vino-7oz-produccion-nacional/,2026-02-24,true,redirect,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/organizador-multiusos-con-esterilizador-uvc-led-oferta/,2026-02-19,true,redirect,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/resaltador-magico-en-cera/,2026-01-25,true,redirect,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
https://www.kronosolopromocionales.com/productos/llavero-ml-356/,2026-01-12,true,redirect,,,sin_señal_local_clara_probable_decision_de_calidad_de_google
